
3063	spa	En primer lugar quiero expresar especial gratitud a mi director de tesis el Dr. Juan Pisto por su paciencia, esfuerzo y dedicación.
3064	spa	¿Por qué costó tanto establecer que la neurona era la unidad básica del tejido nervioso?
3065	spa	La parte material no es lo que define nuestra vida sino la parte espiritual.
3066	spa	Más del 90 por ciento de las visitas de una página Web provienen de los motores de búsqueda.
3067	spa	Necesito tu consejo.
3068	spa	El guitarrista de Bang será padre por segunda vez, según anunció un portavoz de la banda.
3069	spa	Sin embargo, la cantante no reniega de sus orígenes.
3070	spa	Quien ríe último, ríe mejor.
3071	spa	¿De dónde eres?
3072	spa	Es perro viejo.
3073	spa	Ahí está la madre del cordero.
3074	spa	No le conozco.
3075	spa	La palabra es plata y el silencio oro.
3077	spa	El axioma de Cole: La suma de la inteligencia de la humanidad es constante; la población crece.
3078	spa	Más vale tarde que nunca.
3080	spa	No se puede estar en misa y repicando.
3081	spa	De noche todos los gatos son pardos.
3082	spa	Quien fue a Sevilla perdió su silla.
3083	spa	Si no hay noticias, son buenas noticias.
3084	spa	Lo tienes bien merecido.
3086	spa	Las paredes oyen.
3087	spa	Está usted en su casa.
3088	spa	Este es el chico en quien pienso.
3089	spa	¿Cómo puedes tener un ordenador portátil y no un móvil?
3090	spa	Florencia es la ciudad más bonita de Italia.
